cluster_label,sku_id,total_units,avg_units_per_transaction,transaction_count,total_value,avg_value_per_transaction,category,brand,price,margin_pct,ml_sku_cluster,sku_segment
B,SKU00091,3764,6.7214285714285715,560,60224.0,107.54285714285714,Beverages,Bovonto,16.0,30,0,Economy
B,SKU00092,3758,6.686832740213523,562,61631.2,109.66405693950178,Beverages,Bovonto,16.4,30,0,Economy
B,SKU00093,3452,6.6130268199233715,522,58684.0,112.42145593869732,Beverages,Bovonto,17.0,30,0,Economy
B,SKU00094,3457,6.449626865671642,536,60843.2,113.5134328358209,Beverages,Bovonto,17.6,30,0,Economy
B,SKU00095,3490,6.3570127504553735,549,62820.0,114.42622950819673,Beverages,Bovonto,18.0,30,0,Economy
B,SKU00096,3690,6.428571428571429,574,73800.0,128.57142857142858,Beverages,Bovonto,20.0,30,0,Economy
B,SKU00097,3578,6.565137614678899,545,78716.0,144.4330275229358,Beverages,Bovonto,22.0,30,0,Economy
B,SKU00098,3563,6.489981785063752,549,85512.0,155.75956284153006,Beverages,Bovonto,24.0,30,0,Economy
B,SKU00099,3562,6.5118829981718465,547,96174.0,175.82084095063985,Beverages,Bovonto,27.0,30,0,Mid-Range
B,SKU00100,3527,6.495395948434623,543,112864.0,207.85267034990792,Beverages,Bovonto,32.0,30,0,Mid-Range
B,SKU00101,3348,6.564705882352941,510,140616.0,275.7176470588235,Beverages,Bovonto,42.0,30,0,Mid-Range
B,SKU00102,3461,6.617590822179732,523,55376.0,105.88145315487571,Beverages,Slice,16.0,30,0,Economy
B,SKU00103,3766,6.448630136986301,584,61762.4,105.75753424657535,Beverages,Slice,16.4,30,0,Economy
B,SKU00104,3592,6.391459074733096,562,61064.0,108.65480427046263,Beverages,Slice,17.0,30,0,Economy
B,SKU00105,3693,6.5828877005347595,561,64996.8,115.85882352941177,Beverages,Slice,17.6,30,0,Economy
B,SKU00106,3427,6.5903846153846155,520,61686.0,118.62692307692308,Beverages,Slice,18.0,30,0,Economy
B,SKU00107,3317,6.28219696969697,528,66340.0,125.64393939393939,Beverages,Slice,20.0,30,0,Economy
B,SKU00108,3693,6.5946428571428575,560,81246.0,145.08214285714286,Beverages,Slice,22.0,30,0,Economy
B,SKU00109,3911,6.651360544217687,588,93864.0,159.6326530612245,Beverages,Slice,24.0,30,0,Economy
B,SKU00110,3298,6.1876172607879925,533,89046.0,167.0656660412758,Beverages,Slice,27.0,30,0,Mid-Range
B,SKU00111,3858,6.473154362416107,596,123456.0,207.14093959731542,Beverages,Slice,32.0,30,0,Mid-Range
B,SKU00112,3440,6.429906542056075,535,127280.0,237.90654205607476,Beverages,Slice,37.0,30,0,Mid-Range
B,SKU00113,3663,6.564516129032258,558,153846.0,275.7096774193548,Beverages,Slice,42.0,30,0,Mid-Range
B,SKU00114,3949,6.559800664451827,602,63184.0,104.95681063122923,Beverages,Maaza,16.0,30,0,Economy
B,SKU00115,3634,6.524236983842011,557,59597.6,106.99748653500897,Beverages,Maaza,16.4,30,0,Economy
B,SKU00116,3999,6.5881383855024716,607,67983.0,111.998352553542,Beverages,Maaza,17.0,30,0,Economy
B,SKU00117,3769,6.915596330275229,545,66334.4,121.71449541284403,Beverages,Maaza,17.6,30,0,Economy
B,SKU00118,3696,6.553191489361702,564,66528.0,117.95744680851064,Beverages,Maaza,18.0,30,0,Economy
B,SKU00119,3729,6.6,565,74580.0,132.0,Beverages,Maaza,20.0,30,0,Economy
B,SKU00120,3702,6.7309090909090905,550,81444.0,148.08,Beverages,Maaza,22.0,30,0,Economy
B,SKU00121,3804,6.480408858603067,587,91296.0,155.5298126064736,Beverages,Maaza,24.0,30,0,Economy
B,SKU00122,3464,6.207885304659499,558,93528.0,167.61290322580646,Beverages,Maaza,27.0,30,0,Mid-Range
B,SKU00123,3660,6.594594594594595,555,117120.0,211.02702702702703,Beverages,Maaza,32.0,30,0,Mid-Range
B,SKU00124,3823,6.754416961130742,566,141451.0,249.91342756183747,Beverages,Maaza,37.0,30,0,Mid-Range
B,SKU00125,3477,6.344890510948905,548,146034.0,266.485401459854,Beverages,Maaza,42.0,30,0,Mid-Range
B,SKU00126,3695,6.610017889087657,559,59120.0,105.76028622540251,Beverages,Fanta,16.0,30,0,Economy
B,SKU00127,3637,6.553153153153153,555,59646.8,107.47171171171172,Beverages,Fanta,16.4,30,0,Economy
B,SKU00128,3417,6.316081330868761,541,58089.0,107.37338262476895,Beverages,Fanta,17.0,30,0,Economy
B,SKU00129,3847,6.632758620689655,580,67707.2,116.73655172413793,Beverages,Fanta,17.6,30,0,Economy
B,SKU00130,3446,6.441121495327103,535,62028.0,115.94018691588785,Beverages,Fanta,18.0,30,0,Economy
B,SKU00131,3620,6.4412811387900355,562,72400.0,128.82562277580072,Beverages,Fanta,20.0,30,0,Economy
B,SKU00132,3487,6.282882882882883,555,76714.0,138.2234234234234,Beverages,Fanta,22.0,30,0,Economy
B,SKU00133,3390,6.360225140712946,533,81360.0,152.64540337711068,Beverages,Fanta,24.0,30,0,Economy
B,SKU00134,3487,6.282882882882883,555,94149.0,169.63783783783785,Beverages,Fanta,27.0,30,0,Mid-Range
B,SKU00135,3699,6.478108581436077,571,118368.0,207.29947460595446,Beverages,Fanta,32.0,30,0,Mid-Range
B,SKU00136,3858,6.697916666666667,576,142746.0,247.82291666666666,Beverages,Fanta,37.0,30,0,Mid-Range
B,SKU00137,3441,6.492452830188679,530,144522.0,272.68301886792455,Beverages,Fanta,42.0,30,0,Mid-Range
B,SKU00138,3796,6.567474048442906,578,60736.0,105.0795847750865,Beverages,Mirinda,16.0,30,0,Economy
B,SKU00139,3635,6.343804537521815,573,59614.0,104.03839441535777,Beverages,Mirinda,16.4,30,0,Economy
B,SKU00140,3483,6.309782608695652,552,59211.0,107.2663043478261,Beverages,Mirinda,17.0,30,0,Economy
B,SKU00141,3725,6.7481884057971016,552,65560.0,118.76811594202898,Beverages,Mirinda,17.6,30,0,Economy
B,SKU00142,3679,6.738095238095238,546,66222.0,121.28571428571429,Beverages,Mirinda,18.0,30,0,Economy
B,SKU00143,3646,6.329861111111111,576,72920.0,126.59722222222223,Beverages,Mirinda,20.0,30,0,Economy
B,SKU00144,3811,6.459322033898305,590,83842.0,142.10508474576272,Beverages,Mirinda,22.0,30,0,Economy
B,SKU00145,3556,6.838461538461538,520,96012.0,184.63846153846154,Beverages,Mirinda,27.0,30,0,Mid-Range
B,SKU00146,3690,6.696914700544465,551,118080.0,214.30127041742287,Beverages,Mirinda,32.0,30,0,Mid-Range
B,SKU00147,3706,6.5477031802120145,566,155652.0,275.0035335689046,Beverages,Mirinda,42.0,30,0,Mid-Range
B,SKU00148,3455,6.327838827838828,546,58735.0,107.57326007326007,Beverages,Appy Fizz,17.0,30,0,Economy
B,SKU00149,3674,6.502654867256637,565,64662.4,114.44672566371682,Beverages,Appy Fizz,17.6,30,0,Economy
B,SKU00150,3725,6.523642732049037,571,67050.0,117.42556917688266,Beverages,Appy Fizz,18.0,30,0,Economy
B,SKU00151,3934,6.771084337349397,581,78680.0,135.42168674698794,Beverages,Appy Fizz,20.0,30,0,Economy
B,SKU00152,3986,6.429032258064516,620,87692.0,141.43870967741935,Beverages,Appy Fizz,22.0,30,0,Economy
B,SKU00153,3726,6.713513513513513,555,89424.0,161.12432432432433,Beverages,Appy Fizz,24.0,30,0,Economy
B,SKU00154,3685,6.811460258780037,541,99495.0,183.909426987061,Beverages,Appy Fizz,27.0,30,0,Mid-Range
B,SKU00155,3896,6.694158075601375,582,124672.0,214.213058419244,Beverages,Appy Fizz,32.0,30,0,Mid-Range
B,SKU00156,3623,6.68450184501845,542,71735.4,132.3531365313653,Beverages,Frooti,19.8,35,0,Economy
B,SKU00157,3570,6.5504587155963305,545,72828.0,133.62935779816513,Beverages,Frooti,20.4,35,0,Economy
B,SKU00158,3556,6.430379746835443,553,74676.0,135.0379746835443,Beverages,Frooti,21.0,35,0,Economy
B,SKU00159,3535,6.290035587188612,562,76356.0,135.864768683274,Beverages,Frooti,21.6,35,0,Economy
B,SKU00160,3460,6.268115942028985,552,77850.0,141.0326086956522,Beverages,Frooti,22.5,35,0,Economy
B,SKU00161,3631,6.336823734729494,573,87144.0,152.08376963350784,Beverages,Frooti,24.0,35,0,Economy
B,SKU00162,3710,6.660682226211849,557,100170.0,179.83842010771994,Beverages,Frooti,27.0,35,0,Mid-Range
B,SKU00163,3672,6.476190476190476,567,110160.0,194.28571428571428,Beverages,Frooti,30.0,35,0,Mid-Range
B,SKU00164,3597,6.612132352941177,544,118701.0,218.2003676470588,Beverages,Frooti,33.0,35,0,Mid-Range
B,SKU00165,3506,6.444852941176471,544,131475.0,241.68198529411765,Beverages,Frooti,37.5,35,0,Mid-Range
B,SKU00166,3774,6.644366197183099,568,169830.0,298.9964788732394,Beverages,Frooti,45.0,35,0,Mid-Range
B,SKU00167,3722,6.804387568555759,547,223320.0,408.2632541133455,Beverages,Frooti,60.0,35,0,Premium
B,SKU00168,3805,6.675438596491228,570,285375.0,500.6578947368421,Beverages,Frooti,75.0,35,0,Premium
B,SKU00169,3701,6.632616487455197,558,77721.0,139.28494623655914,Beverages,Real Juice,21.0,35,0,Economy
B,SKU00170,3603,6.586837294332724,547,77824.8,142.27568555758685,Beverages,Real Juice,21.6,35,0,Economy
B,SKU00171,3310,6.377649325626204,519,74475.0,143.4971098265896,Beverages,Real Juice,22.5,35,0,Economy
B,SKU00172,3521,6.155594405594406,572,84504.0,147.73426573426573,Beverages,Real Juice,24.0,35,0,Economy
B,SKU00173,3809,6.612847222222222,576,102843.0,178.546875,Beverages,Real Juice,27.0,35,0,Mid-Range
B,SKU00174,3522,6.427007299270073,548,105660.0,192.8102189781022,Beverages,Real Juice,30.0,35,0,Mid-Range
B,SKU00175,3557,6.514652014652015,546,117381.0,214.9835164835165,Beverages,Real Juice,33.0,35,0,Mid-Range
B,SKU00176,3417,6.508571428571429,525,128137.5,244.07142857142858,Beverages,Real Juice,37.5,35,0,Mid-Range
B,SKU00177,3289,6.1247672253258845,537,148005.0,275.6145251396648,Beverages,Real Juice,45.0,35,0,Mid-Range
B,SKU00178,3229,6.616803278688525,488,193740.0,397.0081967213115,Beverages,Real Juice,60.0,35,0,Premium
B,SKU00179,3665,6.2542662116040955,586,274875.0,469.06996587030716,Beverages,Real Juice,75.0,35,0,Premium
B,SKU00180,3681,6.561497326203209,561,77301.0,137.79144385026737,Beverages,Tropicana,21.0,35,0,Economy
B,SKU00181,3608,6.632352941176471,544,77932.8,143.25882352941176,Beverages,Tropicana,21.6,35,0,Economy
B,SKU00182,3737,6.420962199312715,582,84082.5,144.47164948453607,Beverages,Tropicana,22.5,35,0,Economy
B,SKU00183,3416,6.658869395711501,513,81984.0,159.81286549707602,Beverages,Tropicana,24.0,35,0,Economy
B,SKU00184,3713,6.571681415929204,565,100251.0,177.4353982300885,Beverages,Tropicana,27.0,35,0,Mid-Range
B,SKU00185,3847,6.644214162348877,579,115410.0,199.32642487046633,Beverages,Tropicana,30.0,35,0,Mid-Range
B,SKU00186,3695,6.471103327495622,571,121935.0,213.54640980735553,Beverages,Tropicana,33.0,35,0,Mid-Range
B,SKU00187,3423,6.52,525,128362.5,244.5,Beverages,Tropicana,37.5,35,0,Mid-Range
B,SKU00188,3696,6.427826086956522,575,166320.0,289.25217391304346,Beverages,Tropicana,45.0,35,0,Mid-Range
B,SKU00189,3430,6.37546468401487,538,205800.0,382.52788104089217,Beverages,Tropicana,60.0,35,0,Premium
B,SKU00190,3513,6.318345323741007,556,263475.0,473.87589928057554,Beverages,Tropicana,75.0,35,0,Premium
B,SKU00191,3557,6.42057761732852,554,74697.0,134.83212996389892,Beverages,Paper Boat,21.0,35,0,Economy
B,SKU00192,3068,6.325773195876288,485,66268.8,136.63670103092784,Beverages,Paper Boat,21.6,35,0,Economy
B,SKU00193,3754,6.494809688581315,578,84465.0,146.1332179930796,Beverages,Paper Boat,22.5,35,0,Economy
B,SKU00194,3369,6.580078125,512,80856.0,157.921875,Beverages,Paper Boat,24.0,35,0,Economy
B,SKU00195,3590,6.575091575091575,546,96930.0,177.52747252747253,Beverages,Paper Boat,27.0,35,0,Mid-Range
B,SKU00196,3457,6.285454545454545,550,103710.0,188.56363636363636,Beverages,Paper Boat,30.0,35,0,Mid-Range
B,SKU00197,3477,6.276173285198556,554,114741.0,207.11371841155236,Beverages,Paper Boat,33.0,35,0,Mid-Range
B,SKU00198,3822,6.670157068062827,573,143325.0,250.13089005235602,Beverages,Paper Boat,37.5,35,0,Mid-Range
B,SKU00199,3638,6.496428571428571,560,163710.0,292.3392857142857,Beverages,Paper Boat,45.0,35,0,Mid-Range
B,SKU00200,3382,6.345215759849906,533,71022.0,133.24953095684802,Beverages,B Natural,21.0,35,0,Economy
B,SKU00201,3618,6.530685920577618,554,81405.0,146.9404332129964,Beverages,B Natural,22.5,35,0,Economy
B,SKU00202,3744,6.4,585,112320.0,192.0,Beverages,B Natural,30.0,35,0,Mid-Range
B,SKU00203,3633,6.522441651705566,557,136237.5,244.5915619389587,Beverages,B Natural,37.5,35,0,Mid-Range
B,SKU00204,3638,6.602540834845735,551,163710.0,297.1143375680581,Beverages,B Natural,45.0,35,0,Mid-Range
B,SKU00205,3899,6.6993127147766325,582,233940.0,401.9587628865979,Beverages,B Natural,60.0,35,0,Premium
B,SKU00206,3764,6.568935427574171,573,79044.0,137.9476439790576,Beverages,Minute Maid,21.0,35,0,Economy
B,SKU00207,3795,6.693121693121693,567,85387.5,150.5952380952381,Beverages,Minute Maid,22.5,35,0,Economy
B,SKU00208,3684,6.625899280575539,556,110520.0,198.77697841726618,Beverages,Minute Maid,30.0,35,0,Mid-Range
B,SKU00209,3700,6.5836298932384345,562,138750.0,246.8861209964413,Beverages,Minute Maid,37.5,35,0,Mid-Range
B,SKU00210,3671,6.6989051094890515,548,165195.0,301.4507299270073,Beverages,Minute Maid,45.0,35,0,Mid-Range
B,SKU00211,3767,6.384745762711864,590,226020.0,383.08474576271186,Beverages,Minute Maid,60.0,35,0,Premium
B,SKU00212,3513,6.603383458646617,532,73773.0,138.67105263157896,Beverages,Dabur Real,21.0,35,0,Economy
B,SKU00213,3729,6.706834532374101,556,83902.5,150.90377697841726,Beverages,Dabur Real,22.5,35,0,Economy
B,SKU00214,3785,6.525862068965517,580,113550.0,195.77586206896552,Beverages,Dabur Real,30.0,35,0,Mid-Range
B,SKU00215,3725,6.616341030195382,563,139687.5,248.1127886323268,Beverages,Dabur Real,37.5,35,0,Mid-Range
B,SKU00216,3568,6.510948905109489,548,160560.0,292.992700729927,Beverages,Dabur Real,45.0,35,0,Mid-Range
B,SKU00217,3511,6.203180212014134,566,210660.0,372.19081272084804,Beverages,Dabur Real,60.0,35,0,Premium
B,SKU00218,3845,6.629310344827586,580,115350.0,198.8793103448276,Beverages,Sting,30.0,40,0,Mid-Range
B,SKU00219,3359,6.472061657032755,519,100770.0,194.16184971098266,Beverages,Sting,30.0,40,0,Mid-Range
B,SKU00220,3949,6.581666666666667,600,118470.0,197.45,Beverages,Sting,30.0,40,0,Mid-Range
B,SKU00221,3731,6.8083941605839415,548,111930.0,204.25182481751824,Beverages,Sting,30.0,40,0,Mid-Range
B,SKU00222,3512,6.626415094339623,530,105360.0,198.79245283018867,Beverages,Sting,30.0,40,0,Mid-Range
B,SKU00223,3852,6.506756756756757,592,115560.0,195.2027027027027,Beverages,Sting,30.0,40,0,Mid-Range
B,SKU00224,3721,6.382504288164665,583,111630.0,191.47512864493996,Beverages,Sting,30.0,40,0,Mid-Range
B,SKU00225,3771,6.524221453287197,578,188550.0,326.21107266435985,Beverages,Red Bull,50.0,40,0,Premium
B,SKU00226,3534,6.460694698354661,547,176700.0,323.0347349177331,Beverages,Red Bull,50.0,40,0,Premium
B,SKU00227,3826,6.7477954144620815,567,191300.0,337.38977072310405,Beverages,Red Bull,50.0,40,0,Premium
B,SKU00228,3733,6.503484320557491,574,186650.0,325.1742160278746,Beverages,Red Bull,50.0,40,0,Premium
B,SKU00229,3692,6.488576449912126,569,110760.0,194.6572934973638,Beverages,Monster,30.0,40,0,Mid-Range
B,SKU00230,3574,6.336879432624113,564,107220.0,190.10638297872342,Beverages,Monster,30.0,40,0,Mid-Range
B,SKU00231,3416,6.519083969465649,524,102480.0,195.57251908396947,Beverages,Monster,30.0,40,0,Mid-Range
B,SKU00232,3712,6.581560283687943,564,111360.0,197.4468085106383,Beverages,Monster,30.0,40,0,Mid-Range
B,SKU00233,3911,6.696917808219178,584,117330.0,200.90753424657535,Beverages,Monster,30.0,40,0,Mid-Range
B,SKU00234,3385,6.5347490347490345,518,101550.0,196.04247104247105,Beverages,Gatorade,30.0,40,0,Mid-Range
B,SKU00235,3718,6.568904593639576,566,111540.0,197.06713780918727,Beverages,Gatorade,30.0,40,0,Mid-Range
B,SKU00236,3722,6.706306306306306,555,111660.0,201.1891891891892,Beverages,Gatorade,30.0,40,0,Mid-Range
B,SKU00237,3851,6.527118644067796,590,115530.0,195.8135593220339,Beverages,Gatorade,30.0,40,0,Mid-Range
B,SKU00238,3553,6.495429616087751,547,106590.0,194.86288848263254,Beverages,Gatorade,30.0,40,0,Mid-Range
B,SKU00239,3554,6.213286713286713,572,106620.0,186.3986013986014,Beverages,Gatorade,30.0,40,0,Mid-Range
B,SKU00240,3497,6.487940630797774,539,104910.0,194.6382189239332,Beverages,Glucon-D,30.0,40,0,Mid-Range
B,SKU00241,3578,6.625925925925926,540,107340.0,198.77777777777777,Beverages,Glucon-D,30.0,40,0,Mid-Range
B,SKU00242,3529,6.499079189686925,543,105870.0,194.97237569060775,Beverages,Glucon-D,30.0,40,0,Mid-Range
B,SKU00243,3492,6.395604395604396,546,104760.0,191.86813186813185,Beverages,Glucon-D,30.0,40,0,Mid-Range
B,SKU00244,3778,6.710479573712256,563,113340.0,201.31438721136766,Beverages,Glucon-D,30.0,40,0,Mid-Range
B,SKU00245,3388,6.428842504743833,527,101640.0,192.865275142315,Beverages,Electral,30.0,40,0,Mid-Range
B,SKU00246,3721,6.274873524451939,593,111630.0,188.24620573355818,Beverages,Electral,30.0,40,0,Mid-Range
B,SKU00247,4005,6.449275362318841,621,120150.0,193.47826086956522,Beverages,Electral,30.0,40,0,Mid-Range
B,SKU00248,3744,6.626548672566372,565,112320.0,198.79646017699116,Beverages,Cloud 9,30.0,40,0,Mid-Range
B,SKU00249,3618,6.426287744227354,563,108540.0,192.7886323268206,Beverages,Cloud 9,30.0,40,0,Mid-Range
B,SKU00250,3530,6.723809523809524,525,105900.0,201.71428571428572,Beverages,Cloud 9,30.0,40,0,Mid-Range
B,SKU00251,3691,6.614695340501792,558,110730.0,198.44086021505376,Beverages,XXX,30.0,40,0,Mid-Range
B,SKU00252,3789,6.521514629948365,581,113670.0,195.64543889845095,Beverages,XXX,30.0,40,0,Mid-Range
B,SKU00253,3246,6.389763779527559,508,97380.0,191.69291338582678,Beverages,XXX,30.0,40,0,Mid-Range
B,SKU00254,3418,6.214545454545455,550,34180.0,62.14545454545455,Beverages,Bisleri,10.0,50,2,Economy
B,SKU00255,4009,6.818027210884353,588,40090.0,68.18027210884354,Beverages,Bisleri,10.0,50,2,Economy
B,SKU00256,3858,6.792253521126761,568,77160.0,135.8450704225352,Beverages,Bisleri,20.0,50,2,Economy
B,SKU00257,3243,6.396449704142012,507,64860.0,127.92899408284023,Beverages,Bisleri,20.0,50,2,Economy
B,SKU00258,3654,6.4787234042553195,564,73080.0,129.5744680851064,Beverages,Bisleri,20.0,50,2,Economy
B,SKU00259,3598,6.379432624113475,564,179900.0,318.97163120567376,Beverages,Bisleri,50.0,50,2,Premium
B,SKU00260,3599,6.4153297682709445,561,179950.0,320.7664884135472,Beverages,Bisleri,50.0,50,2,Premium
B,SKU00261,3593,6.604779411764706,544,179650.0,330.2389705882353,Beverages,Bisleri,50.0,50,2,Premium
B,SKU00262,3650,6.886792452830188,530,36500.0,68.86792452830188,Beverages,Kinley,10.0,50,2,Economy
B,SKU00263,3739,6.210963455149502,602,37390.0,62.10963455149502,Beverages,Kinley,10.0,50,2,Economy
B,SKU00264,3646,6.702205882352941,544,72920.0,134.0441176470588,Beverages,Kinley,20.0,50,2,Economy
B,SKU00265,3609,6.444642857142857,560,72180.0,128.89285714285714,Beverages,Kinley,20.0,50,2,Economy
B,SKU00266,3924,6.496688741721854,604,78480.0,129.9337748344371,Beverages,Kinley,20.0,50,2,Economy
B,SKU00267,3388,6.416666666666667,528,169400.0,320.8333333333333,Beverages,Kinley,50.0,50,2,Premium
B,SKU00268,4005,6.554828150572831,611,200250.0,327.74140752864156,Beverages,Kinley,50.0,50,2,Premium
B,SKU00269,3394,6.552123552123552,518,169700.0,327.6061776061776,Beverages,Kinley,50.0,50,2,Premium
B,SKU00270,3512,6.293906810035843,558,35120.0,62.939068100358426,Beverages,Aquafina,10.0,50,2,Economy
B,SKU00271,3385,6.2110091743119265,545,67700.0,124.22018348623853,Beverages,Aquafina,20.0,50,2,Economy
B,SKU00272,3731,6.399656946826759,583,186550.0,319.9828473413379,Beverages,Aquafina,50.0,50,2,Premium
B,SKU00273,3788,6.6572934973637965,569,189400.0,332.8646748681898,Beverages,Aquafina,50.0,50,2,Premium
B,SKU00274,3859,6.830088495575221,565,38590.0,68.30088495575221,Beverages,Himalayan,10.0,50,2,Economy
B,SKU00275,3707,6.655296229802514,557,74140.0,133.10592459605027,Beverages,Himalayan,20.0,50,2,Economy
B,SKU00276,3526,6.3076923076923075,559,176300.0,315.38461538461536,Beverages,Himalayan,50.0,50,2,Premium
B,SKU00277,3838,6.768959435626102,567,38380.0,67.68959435626103,Beverages,Rail Neer,10.0,50,2,Economy
B,SKU00278,3794,6.598260869565217,575,75880.0,131.96521739130435,Beverages,Rail Neer,20.0,50,2,Economy
B,SKU00279,3753,6.307563025210084,595,107335.8,180.3963025210084,Beverages,Nescafe,28.6,36,0,Mid-Range
B,SKU00280,3438,6.701754385964913,513,99702.0,194.35087719298247,Beverages,Nescafe,29.0,36,0,Mid-Range
B,SKU00281,3771,6.604203152364273,571,113130.0,198.1260945709282,Beverages,Nescafe,30.0,36,0,Mid-Range
B,SKU00282,3559,6.435804701627487,553,110329.0,199.5099457504521,Beverages,Nescafe,31.0,36,0,Mid-Range
B,SKU00283,3489,6.437269372693727,542,122115.0,225.30442804428046,Beverages,Nescafe,35.0,36,0,Mid-Range
B,SKU00284,3578,6.412186379928316,558,102330.8,183.38853046594983,Beverages,Bru,28.6,36,0,Mid-Range
B,SKU00285,3436,6.3161764705882355,544,99644.0,183.1691176470588,Beverages,Bru,29.0,36,0,Mid-Range
B,SKU00286,3441,6.395910780669145,538,103230.0,191.87732342007436,Beverages,Bru,30.0,36,0,Mid-Range
B,SKU00287,3747,6.471502590673575,579,116157.0,200.61658031088083,Beverages,Bru,31.0,36,0,Mid-Range
B,SKU00288,3659,6.419298245614035,570,128065.0,224.67543859649123,Beverages,Bru,35.0,36,0,Mid-Range
B,SKU00289,3778,6.710479573712256,563,109562.0,194.60390763765542,Beverages,Cold Coffee,29.0,36,0,Mid-Range
B,SKU00290,3390,6.457142857142857,525,101700.0,193.71428571428572,Beverages,Cold Coffee,30.0,36,0,Mid-Range
B,SKU00291,3531,6.467032967032967,546,109461.0,200.47802197802199,Beverages,Cold Coffee,31.0,36,0,Mid-Range
B,SKU00292,3484,6.416206261510129,543,121940.0,224.5672191528545,Beverages,Cold Coffee,35.0,36,0,Mid-Range
B,SKU00293,3895,6.568296795952782,593,112955.0,190.48060708263068,Beverages,Tata Tea,29.0,36,0,Mid-Range
B,SKU00294,3881,6.611584327086883,587,116430.0,198.34752981260647,Beverages,Tata Tea,30.0,36,0,Mid-Range
B,SKU00295,3630,6.459074733096085,562,127050.0,226.067615658363,Beverages,Tata Tea,35.0,36,0,Mid-Range
B,SKU00296,3965,6.968365553602812,569,118950.0,209.05096660808437,Beverages,Lipton Ice Tea,30.0,36,0,Mid-Range
B,SKU00297,3623,6.635531135531136,546,126805.0,232.24358974358975,Beverages,Lipton Ice Tea,35.0,36,0,Mid-Range
B,SKU00298,3469,6.33029197080292,548,138760.0,253.21167883211677,Beverages,Lipton Ice Tea,40.0,36,0,Mid-Range
B,SKU00299,3556,6.489051094890511,548,106680.0,194.67153284671534,Beverages,Nestea,30.0,36,0,Mid-Range
B,SKU00300,3858,6.66321243523316,579,435954.0,752.9430051813472,Beverages,Evian,113.0,40,1,Premium
B,SKU00301,3522,6.278074866310161,561,457860.0,816.1497326203208,Beverages,Evian,130.0,40,1,Premium
B,SKU00302,3847,6.587328767123288,584,596285.0,1021.0359589041096,Beverages,Evian,155.0,40,1,Premium
B,SKU00303,3921,6.691126279863481,586,705780.0,1204.4027303754267,Beverages,Evian,180.0,40,1,Premium
B,SKU00304,3794,6.6678383128295255,569,872620.0,1533.602811950791,Beverages,Evian,230.0,40,1,Premium
B,SKU00305,3963,6.63819095477387,597,527079.0,882.8793969849246,Beverages,Perrier,133.0,40,1,Premium
B,SKU00306,3681,6.503533568904594,566,552150.0,975.530035335689,Beverages,Perrier,150.0,40,1,Premium
B,SKU00307,3726,6.629893238434164,562,652050.0,1160.2313167259786,Beverages,Perrier,175.0,40,1,Premium
B,SKU00308,3461,6.3388278388278385,546,432625.0,792.3534798534798,Beverages,San Pellegrino,125.0,40,1,Premium
B,SKU00309,3462,6.34065934065934,546,519300.0,951.0989010989011,Beverages,San Pellegrino,150.0,40,1,Premium
B,SKU00310,3684,6.590339892665474,559,644700.0,1153.309481216458,Beverages,San Pellegrino,175.0,40,1,Premium
B,SKU00311,3404,6.245871559633027,545,680800.0,1249.1743119266055,Beverages,Fiji Water,200.0,40,1,Premium
B,SKU00312,3639,6.604355716878403,551,909750.0,1651.0889292196007,Beverages,Fiji Water,250.0,40,1,Premium
B,SKU00313,3634,6.512544802867383,558,681375.0,1221.1021505376343,Beverages,Voss,187.5,40,1,Premium
B,SKU00314,3763,6.476764199655766,581,865490.0,1489.655765920826,Beverages,Voss,230.0,40,1,Premium
B,SKU00315,3585,6.565934065934066,546,492937.5,902.815934065934,Beverages,Red Bull,137.5,45,1,Premium
B,SKU00316,4057,6.241538461538462,650,621735.25,956.5157692307693,Beverages,Red Bull,153.25,45,1,Premium
B,SKU00317,3318,6.544378698224852,507,567212.1,1118.7615384615385,Beverages,Red Bull,170.95,45,1,Premium
B,SKU00318,3862,6.847517730496454,564,675850.0,1198.3156028368794,Beverages,Red Bull,175.0,45,1,Premium
B,SKU00319,3792,6.676056338028169,568,656964.0,1156.6267605633802,Beverages,Monster Energy,173.25,45,1,Premium
B,SKU00320,3422,6.2105263157894735,551,667290.0,1211.0526315789473,Beverages,Monster Energy,195.0,45,1,Premium
B,SKU00321,3697,6.554964539007092,564,750306.15,1330.3300531914895,Beverages,Monster Energy,202.95,45,1,Premium
B,SKU00322,3260,6.150943396226415,530,564795.0,1065.6509433962265,Beverages,Rockstar,173.25,45,1,Premium
B,SKU00323,3707,6.469458987783595,573,722865.0,1261.544502617801,Beverages,Rockstar,195.0,45,1,Premium
B,SKU00324,3586,6.591911764705882,544,564795.0,1038.2261029411766,Beverages,Burn,157.5,45,1,Premium
B,SKU00325,3664,6.848598130841122,535,714480.0,1335.4766355140187,Beverages,Burn,195.0,45,1,Premium
B,SKU00326,3594,6.372340425531915,564,566055.0,1003.6436170212766,Beverages,Hell Energy,157.5,45,1,Premium
B,SKU00327,3578,6.412186379928316,558,697710.0,1250.3763440860216,Beverages,Hell Energy,195.0,45,1,Premium
B,SKU00328,3668,6.632911392405063,553,316915.2,573.0835443037975,Beverages,Coca-Cola Zero,86.4,35,1,Premium
B,SKU00329,3410,6.495238095238095,525,341000.0,649.5238095238095,Beverages,Coca-Cola Zero,100.0,35,1,Premium
